model_name,parameters,auc,background_rejection,fpr_at_target,achieved_signal_efficiency,threshold_at_target
model_trial_279,717,0.8733216561297055,0.7583154190136693,0.2416845809863307,0.9803864655425242,0.5
model_trial_280,3917,0.8987393746027752,0.7842239093429602,0.2157760906570398,0.9801143492944631,0.4609375
model_trial_281,949,0.9223417698000029,0.7311340293462256,0.2688659706537744,0.9807311461234017,0.3671875
model_trial_282,3937,0.9148041530974012,0.7555761154498535,0.2444238845501465,0.9807644047759425,0.4375
model_trial_283,4845,0.9478297338984527,0.8258032720467072,0.17419672795329275,0.9804771709585446,0.3671875
model_trial_284,5245,0.9279854667990739,0.8309039399409206,0.16909606005907946,0.980359253917718,0.6484375
model_trial_285,921,0.9284028112331894,0.8214131299113203,0.17858687008867966,0.9803048306681058,0.6171875
model_trial_286,5473,0.8421675830725788,0.6466570518925685,0.3533429481074315,0.9804257712227997,0.421875
model_trial_287,1773,0.9320030314168848,0.8352426823405625,0.16475731765943744,0.9808218515394221,0.671875
model_trial_288,7205,0.939608188081116,0.8374861296301336,0.16251387036986645,0.9804529828476058,0.5234375
model_trial_289,1357,0.8773848911273814,0.762415303817791,0.23758469618220904,0.9804348417644018,0.3984375
model_trial_290,4733,0.8390187359435527,0.591595840854324,0.4084041591456759,0.9804681004169425,0.4765625
model_trial_291,5221,0.8876174732474177,0.7065558851185672,0.2934441148814329,0.9804046066257283,0.5
model_trial_292,1633,0.9394399294626364,0.8207721449714429,0.1792278550285571,0.9805164766388201,0.5859375
model_trial_293,2021,0.9198753317875934,0.7516032182281605,0.2483967817718396,0.9801566784886059,0.5078125
model_trial_294,3169,0.8865373476944275,0.7374471263012448,0.26255287369875524,0.9802685485016978,0.390625
model_trial_295,2637,0.8864240798154754,0.6660468463238607,0.3339531536761393,0.9803683244593201,0.4375
model_trial_296,693,0.8940461505862249,0.7595822713240874,0.24041772867591257,0.9806192761103099,0.625
model_trial_297,2485,0.49671391150384464,0.0,1.0,1.0,-1.0
model_trial_298,1345,0.853402032279633,0.584236608101203,0.41576339189879696,0.9804499593337385,0.3125
model_trial_299,1369,0.8900135265764493,0.7291717688463177,0.2708282311536822,0.9800780671280549,0.3046875
