model,run_name,trial_id,parameters,auc,bkg_rej_@99%,luts,registers,luts_plus_0.5*_ff,dsp,bram,hls_source,fullPath
model2_5,model25_10bit,017,391.0,0.93217189792217,0.7529335643297927,12051,9519,16810.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_017.h5
model3,model3_3bit,066,57149.0,0.9702223476903734,0.875210512153014,1351774,640202,1671875.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_066.h5
model3,model3_3bit,014,36393.0,0.968156969919138,0.8708415346146985,990724,491476,1236462.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_014.h5
model3,model3_3bit,087,15615.0,0.967190930083291,0.8685920402973928,591517,331920,757477.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_087.h5
model3,model3_3bit,010,15103.0,0.9680794099153016,0.86003851956667,7487927,737117,7856485.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_010.h5
model3,model3_3bit,074,10115.0,0.9662465917830828,0.8597301211522006,705202,462259,936331.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_074.h5
model3,model3_3bit,023,5237.0,0.9585687016017758,0.8559235171932116,7372026,738553,7741302.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_023.h5
model3,model3_3bit,097,3909.0,0.9606742363041576,0.8248811003171665,283703,187572,377489.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_097.h5
model3,model3_3bit,072,3095.0,0.9425675428701096,0.771573527321983,608049,445758,830928.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_072.h5
model3,model3_3bit,062,1433.0,0.8548215251300466,0.4949915492787408,259542,183240,351162.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_062.h5
model3,model3_3bit,108,1211.0,0.7968821763907443,0.1153712421502021,250552,175472,338288.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_3bit_normalised_selected/pareto_primary/model_trial_108.h5
model3,model3_4bit,115,59269.0,0.9763266722839968,0.8964053443631119,1376257,655595,1704054.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_115.h5
model3,model3_4bit,004,40249.0,0.9755651587206902,0.8960667108099691,763782,378358,952961.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_004.h5
model3,model3_4bit,014,36393.0,0.9750640968651768,0.8933001956213472,991562,494410,1238767.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_014.h5
model3,model3_4bit,016,23979.0,0.9752124206697532,0.8922842949619189,810682,480018,1050691.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_016.h5
model3,model3_4bit,090,16901.0,0.9737366304611924,0.8881904571855319,745464,470431,980679.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_090.h5
model3,model3_4bit,101,16095.0,0.9729113486336184,0.8850369322218896,547900,335454,715627.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_101.h5
model3,model3_4bit,099,15541.0,0.974318800395202,0.8828509316957982,849626,467793,1083522.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_099.h5
model3,model3_4bit,106,12427.0,0.973142354176213,0.8822915816303392,867211,591587,1163004.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_106.h5
model3,model3_4bit,100,11225.0,0.9721081390898768,0.8820406299793494,496169,323882,658110.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_100.h5
model3,model3_4bit,074,10115.0,0.9707501732442358,0.879262020735258,706040,463785,937932.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_074.h5
model3,model3_4bit,073,9839.0,0.9704583455078706,0.8763352593116669,680597,458950,910072.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_073.h5
model3,model3_4bit,023,5237.0,0.9669496793217084,0.8737773665798918,7372864,738881,7742304.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_023.h5
model3,model3_4bit,005,5161.0,0.9677387567279188,0.8665148862705259,7379766,736900,7748216.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_005.h5
model3,model3_4bit,097,3909.0,0.9683114812538252,0.8614414300011187,284541,188128,378605.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_097.h5
model3,model3_4bit,072,3095.0,0.950998710969605,0.8279197317538497,608887,446809,832291.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_072.h5
model3,model3_4bit,108,1211.0,0.9269994607432324,0.742136596309499,251390,176031,339405.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_4bit_normalised_selected/pareto_primary/model_trial_108.h5
model3,model3_6bit,084,49505.0,0.980866404724509,0.9123332154162924,8127877,814106,8534930.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_084.h5
model3,model3_6bit,033,46735.0,0.9803456123386636,0.9098297459341296,7826861,780812,8217267.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_033.h5
model3,model3_6bit,014,36393.0,0.980637767441589,0.9088682685243136,992133,501654,1242960.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_014.h5
model3,model3_6bit,075,23473.0,0.979806643605753,0.9080277316691912,851858,484992,1094354.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_075.h5
model3,model3_6bit,088,15773.0,0.9787836150572446,0.9027970526786822,541275,334251,708400.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_088.h5
model3,model3_6bit,056,15217.0,0.9777427377933388,0.8997916798945398,404583,215413,512289.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_056.h5
model3,model3_6bit,100,11225.0,0.9770190572018724,0.897288210412377,496740,326582,660031.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_100.h5
model3,model3_6bit,102,5333.0,0.9760966569268584,0.8967107192637139,7421490,739354,7791167.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_102.h5
model3,model3_6bit,005,5161.0,0.9720186772700368,0.8896024381615826,7380337,737552,7749113.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_005.h5
model3,model3_6bit,072,3095.0,0.970310338552402,0.8822250643252575,609458,448987,833951.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_072.h5
model3,model3_6bit,051,2373.0,0.9710363743172904,0.881565938302176,416725,319002,576226.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_051.h5
model3,model3_6bit,108,1211.0,0.9585783634746804,0.8226134649166569,251961,177133,340527.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_6bit_normalised_selected/pareto_primary/model_trial_108.h5
model3,model3_8bit,009,71025.0,0.9812018966629876,0.915574422282088,1483303,676799,1821702.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_009.h5
model3,model3_8bit,019,59073.0,0.9809106448451264,0.9145706156781288,1252061,661424,1582773.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_019.h5
model3,model3_8bit,033,46735.0,0.9813372433117636,0.9141503472505677,7824162,773962,8211143.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_033.h5
model3,model3_8bit,081,46233.0,0.9811100321195048,0.9137542669339452,7724598,771475,8110335.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_081.h5
model3,model3_8bit,110,39201.0,0.9804457926308512,0.9115894310049252,1149886,636229,1468000.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_110.h5
model3,model3_8bit,075,23473.0,0.9806610836781255,0.910295367069701,849159,484484,1091401.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_075.h5
model3,model3_8bit,090,16901.0,0.9798901241902136,0.9098176518786604,743336,474223,980447.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_090.h5
model3,model3_8bit,036,16279.0,0.9789847007607664,0.906271070112263,655033,344740,827403.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_036.h5
model3,model3_8bit,100,11225.0,0.9788848561997358,0.9061198944188956,494032,328674,658369.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_100.h5
model3,model3_8bit,073,9839.0,0.9782038506990683,0.901599741187213,678469,462934,909936.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_073.h5
model3,model3_8bit,096,9803.0,0.9757931570398132,0.892241965767776,697832,464725,930194.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_096.h5
model3,model3_8bit,043,6413.0,0.9749635252972516,0.8887437602232563,496485,319913,656441.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_043.h5
model3,model3_8bit,104,4065.0,0.9742640950118452,0.8869991927217974,791345,592562,1087626.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_104.h5
model3,model3_8bit,072,3095.0,0.9739520274600296,0.884646898933002,606750,450605,832052.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_072.h5
model3,model3_8bit,051,2373.0,0.9715274464899704,0.8788024466274215,414017,320326,574180.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_051.h5
model3,model3_8bit,108,1211.0,0.9663873592438073,0.8523134416356001,249253,178235,338370.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_8bit_normalised_selected/pareto_primary/model_trial_108.h5
model3,model3_10bit,084,49505.0,0.9813564181860284,0.9158495620440164,8123801,827677,8537639.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_084.h5
model3,model3_10bit,110,39201.0,0.9815186694103368,0.9151692714238634,1150147,648808,1474551.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_110.h5
model3,model3_10bit,016,23979.0,0.9805583842801264,0.9103165316667724,804678,492267,1050811.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_016.h5
model3,model3_10bit,090,16901.0,0.97998228080897,0.9099174278362828,734640,480952,975116.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_090.h5
model3,model3_10bit,088,15773.0,0.9798013939023776,0.9072265004943444,531118,338471,700353.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_088.h5
model3,model3_10bit,046,14241.0,0.9782765350112878,0.9047986188588654,384988,215292,492634.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_046.h5
model3,model3_10bit,074,10115.0,0.978869314929278,0.9045446436940084,694628,472582,930919.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_074.h5
model3,model3_10bit,073,9839.0,0.9784860884660684,0.9016209057842844,668180,467722,902041.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_073.h5
model3,model3_10bit,102,5333.0,0.9775667563252476,0.8992625649677543,7406850,741907,7777803.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_102.h5
model3,model3_10bit,005,5161.0,0.9737615305181804,0.8885744434466849,7365956,738896,7735404.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_005.h5
model3,model3_10bit,051,2373.0,0.970964842920792,0.8854088244275733,402033,323539,563802.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_051.h5
model3,model3_10bit,108,1211.0,0.962440939875215,0.8226860292494731,237336,179373,327022.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model3_fin_results/model3_10bit_normalised_selected/pareto_primary/model_trial_108.h5
