cota cotb p flp ylocal zglobal pt t hit_pdg
0.44853 -0.13811 0.00084 1 3.45000 5.17500 0.00076 0.33444 13
-0.70190 0.28247 0.00076 1 1.95000 5.95000 0.00063 0.34413 13
0.06421 -0.22862 0.00051 1 0.57500 -29.77500 0.00051 0.45446 -13
-0.03325 0.36939 0.00035 1 -0.32500 -29.75000 0.00035 0.45979 -13
-0.91993 -0.50335 0.00010 1 -7.87500 44.82500 0.00008 0.48535 13
-0.40952 -4.01763 0.00063 1 -0.55000 -59.35000 0.00063 0.27696 13
-0.86062 -0.97091 0.00039 1 -1.22500 -59.65000 0.00034 0.28229 13
0.74972 1.79841 0.00036 1 -1.55000 -60.65000 0.00034 0.29934 13
-2.04557 0.11007 0.00014 1 -1.75000 -61.62500 0.00006 0.32316 13
0.09184 -0.58491 0.00091 1 -3.22500 59.87500 0.00091 0.25983 -13
1.40919 -0.82637 0.00074 1 -1.70000 60.55000 0.00050 0.26895 -13
7.22598 2.69899 0.00018 1 -1.90000 61.00000 0.00007 0.27124 -13
-4.74908 -8.78680 0.00071 1 -2.37500 51.60000 0.00063 0.28208 -13
0.79021 0.50090 0.00056 1 -2.22500 51.72500 0.00046 0.28292 -13
0.05799 -0.24249 0.00048 1 -3.00000 52.67500 0.00048 0.29318 -13
-0.14372 0.65593 0.00007 1 -7.35000 -30.75000 0.00007 0.30458 13
-0.66124 -0.84737 0.00007 1 -6.05000 -54.17500 0.00006 0.32251 13
-0.49690 -0.50657 0.00053 1 1.00000 -40.30000 0.00048 0.28340 13
-2.24935 -2.02710 0.00020 1 -1.50000 45.45000 0.00014 0.25993 13
1.35438 -1.15470 0.00071 1 2.77500 -62.00000 0.00053 0.25882 13
1.40854 0.66662 0.00028 1 3.62500 -63.27500 0.00018 0.26861 13
-0.12252 -0.12999 0.00016 1 3.37500 -62.90000 0.00016 0.27178 13
0.10762 0.01613 0.00048 1 -4.65000 13.87500 0.00048 0.28108 -13
0.31748 -0.33819 0.00029 1 -2.17500 62.12500 0.00027 0.26353 -13
0.00720 0.51802 0.00033 1 -0.55000 -54.25000 0.00033 0.35348 -13
1.28166 -7.47018 0.00074 1 4.45000 -38.45000 0.00073 0.50795 -13
-0.30192 -2.36666 0.00069 1 4.37500 -38.45000 0.00069 0.50820 -13
0.04825 0.51287 0.00059 1 3.50000 -38.70000 0.00059 0.51221 -13
0.44056 0.64276 0.00017 1 3.70000 -38.55000 0.00016 0.51479 -13
-0.64299 -3.13994 0.00064 1 0.97500 32.30000 0.00063 0.84616 13
0.02518 0.27719 0.00076 1 1.47500 -60.95000 0.00076 0.26533 -13
-0.27820 -0.49380 0.00067 1 0.10000 -61.02500 0.00065 0.27520 -13
-0.53949 0.37170 0.00021 1 0.60000 -59.67500 0.00019 0.28325 -13
-3.16092 0.38690 0.00025 1 -4.80000 -34.75000 0.00008 0.26904 -13
0.25329 0.70789 0.00015 1 -5.42500 -37.12500 0.00015 0.29510 -13
-1.32071 -1.73187 0.00104 1 -5.37500 51.22500 0.00087 0.26573 13
0.03323 0.74495 0.00017 1 4.10000 40.97500 0.00017 0.29328 -13
-0.07111 0.12239 0.00066 1 -3.02500 -57.42500 0.00066 0.26440 13
0.36634 -0.10264 0.00064 1 -4.20000 -58.10000 0.00060 0.27278 13
-0.83885 0.28135 0.00020 1 -7.60000 63.92500 0.00015 0.26433 -13
-0.22153 -0.14426 0.00044 1 2.75000 61.02500 0.00043 0.25947 -13
-2.69358 -3.89472 0.00013 1 0.97500 21.50000 0.00011 0.30998 13
-0.35795 0.42308 0.00093 1 -6.27500 56.50000 0.00089 0.26972 13
0.00056 -0.98709 0.00084 1 -7.75000 55.87500 0.00084 0.28329 13
0.58597 0.72256 0.00074 1 -7.62500 55.90000 0.00067 0.28391 13
0.99577 0.35861 0.00066 1 -7.70000 59.10000 0.00048 0.30291 13
-0.81384 -0.80696 0.00054 1 -8.37500 61.00000 0.00046 0.31285 13
-0.35260 0.23652 0.00080 1 0.77500 -62.60000 0.00076 0.26131 -13
0.68424 9.67651 0.00019 1 0.70000 -62.30000 0.00019 0.26571 -13
-2.32267 -7.48877 0.00027 1 -3.77500 -62.57500 0.00025 0.26111 -13
-0.24602 -0.06282 0.00048 1 1.05000 -52.87500 0.00046 0.26614 -13
0.21760 0.69232 0.00021 1 0.32500 -53.07500 0.00020 0.27097 -13
-1.90048 -0.03162 0.00035 1 -8.42500 -40.17500 0.00016 0.32887 -13
1.25594 -1.73848 0.00054 1 -8.17500 8.45000 0.00045 0.54112 -13
-0.46953 -1.45570 0.00052 1 -3.65000 40.92500 0.00050 0.29883 -13
-0.39470 1.07476 0.00023 1 -3.92500 41.45000 0.00022 0.30340 -13
1.02793 -1.14397 0.00027 1 -7.72500 57.37500 0.00022 0.26108 -13
-0.15207 0.35158 0.00013 1 2.25000 -64.95000 0.00013 2.42195 -13
-0.74367 -1.12341 0.00011 1 2.72500 -61.25000 0.00010 1.38062 13
-0.72613 -1.96328 0.00025 1 -0.92500 42.02500 0.00024 0.25823 13
0.41756 0.81407 0.00061 1 -5.20000 61.72500 0.00058 0.31454 13
-0.75295 -0.77630 0.00062 1 -6.02500 63.40000 0.00053 0.32526 13
-0.03105 -0.17336 0.00093 1 1.07500 -7.92500 0.00093 0.34860 13
0.48038 -0.74396 0.00075 1 2.35000 -8.87500 0.00070 0.35764 13
-0.19396 0.51781 0.00073 1 1.10000 -8.57500 0.00072 0.36415 13
0.09426 0.56897 0.00029 1 -8.07500 -52.55000 0.00029 0.26521 13
-2.47999 0.09163 0.00017 1 -5.47500 29.57500 0.00007 0.53358 13
-0.18764 1.04450 0.00082 1 3.72500 40.20000 0.00081 1.18876 -13
-1.73051 -1.12306 0.00058 1 3.50000 39.87500 0.00038 1.19105 -13
1.10934 -0.05119 0.00046 1 3.15000 38.90000 0.00031 1.19597 -13
-0.52522 -0.07901 0.00103 1 -7.87500 58.02500 0.00091 0.25661 -13
-0.10186 -0.33069 0.00095 1 4.27500 58.15000 0.00095 0.25950 -13
-0.41121 -1.00981 0.00083 1 -6.15000 57.95000 0.00079 0.26803 -13
-2.57966 4.60645 0.00020 1 -6.75000 58.60000 0.00017 0.27596 -13
-0.97690 -0.95694 0.00048 1 -7.00000 60.60000 0.00039 0.29611 -13
1.78420 1.24796 0.00021 1 -3.02500 54.10000 0.00014 0.26695 -13
-0.36509 -0.29967 0.00007 1 -6.62500 -51.17500 0.00006 1.54967 -13
0.57571 0.29674 0.00049 1 -6.92500 59.57500 0.00043 0.26274 13
-0.62778 -0.03318 0.00044 1 -7.57500 60.57500 0.00037 0.27029 13
0.02573 0.20666 0.00015 1 -0.70000 -39.72500 0.00015 0.27072 13
-0.38293 0.14544 0.00069 1 -2.17500 -55.17500 0.00065 0.25799 13
-0.06399 0.78513 0.00031 1 -1.32500 -53.50000 0.00031 0.26796 13
0.73683 -1.71302 0.00014 1 -1.55000 -53.87500 0.00014 0.27813 13
-0.05025 0.85879 0.00047 1 -6.30000 -58.95000 0.00047 0.25982 13
-0.46009 1.17356 0.00078 1 -6.17500 -58.15000 0.00075 0.27236 13
-0.43002 -1.85118 0.00076 1 2.12500 -55.12500 0.00074 0.29305 13
0.66404 -2.73710 0.00033 1 1.82500 -55.10000 0.00032 0.30504 13
-0.01552 -0.89320 0.00045 1 -4.42500 -56.12500 0.00045 0.28026 13
-0.60800 0.04252 0.00044 1 4.35000 38.77500 0.00038 3.06058 -13
1.12033 -0.15942 0.00035 1 4.15000 64.17500 0.00024 0.30796 13
-0.02080 1.15947 0.00027 1 3.90000 64.37500 0.00027 0.31041 13
-3.06342 1.32130 0.00027 1 -4.37500 -36.95000 0.00013 0.37958 -13
2.53328 5.78761 0.00044 1 -3.87500 63.00000 0.00041 0.25971 -13
0.61047 0.37041 0.00054 1 1.62500 28.47500 0.00047 0.26588 -13
-1.42203 -1.47263 0.00045 1 0.90000 29.35000 0.00035 0.27635 -13
-0.47496 -0.17379 0.00035 1 0.45000 42.10000 0.00031 0.36873 -13
0.73412 -0.32906 0.00031 1 4.42500 45.80000 0.00025 2.60245 -13
0.84583 -3.43552 0.00011 1 3.97500 45.65000 0.00011 2.62068 -13
0.51072 -0.19606 0.00037 1 -5.32500 6.30000 0.00033 0.27591 -13
-0.14580 -1.14985 0.00016 1 0.92500 -52.25000 0.00016 0.41566 -13
-4.09159 -1.23962 0.00042 1 3.95000 61.97500 0.00015 0.27065 13
-0.75693 5.73771 0.00013 1 -8.02500 62.70000 0.00013 0.27623 13
-4.61674 5.52182 0.00030 1 0.07500 51.42500 0.00023 0.27125 -13
-0.79484 -0.57663 0.00019 1 0.22500 51.97500 0.00016 0.28645 -13
-1.48486 -1.62231 0.00028 1 3.65000 -10.42500 0.00022 0.39062 13
4.77914 -1.80360 0.00029 1 -6.95000 -59.75000 0.00011 0.32313 13
-0.32351 -1.33369 0.00014 1 -7.17500 -64.52500 0.00014 0.38205 13
-0.26941 -0.79830 0.00101 1 -7.60000 -63.20000 0.00098 0.25671 -13
0.09858 -0.62948 0.00099 1 2.82500 -63.80000 0.00099 0.26947 -13
0.30332 0.10028 0.00076 1 3.97500 -64.72500 0.00073 0.28502 -13
-0.15924 -0.38076 0.00062 1 3.37500 -65.00000 0.00061 0.31551 -13
0.30623 0.40476 0.00006 1 -5.15000 -5.62500 0.00006 0.55627 -13
-1.74588 4.57150 0.00027 1 -4.02500 22.72500 0.00026 0.60016 -13
-0.82514 -0.33004 0.00014 1 -4.17500 23.27500 0.00011 0.60561 -13
1.10824 -0.94903 0.00031 1 -3.65000 -37.02500 0.00024 0.36287 -13
-2.06291 -0.71752 0.00020 1 -3.92500 -33.42500 0.00010 0.38472 -13
7.26442 1.77037 0.00022 1 -1.45000 48.25000 0.00006 0.25977 13
1.59905 -0.34824 0.00067 1 -1.35000 52.20000 0.00037 0.25952 -13
-0.82068 0.75269 0.00049 1 -1.65000 52.95000 0.00041 0.26284 -13
-0.63639 -0.17847 0.00080 1 1.50000 62.25000 0.00068 0.34149 -13
0.27582 0.01764 0.00086 1 -0.15000 62.07500 0.00083 0.35092 -13
-1.29157 -0.58167 0.00057 1 -0.05000 61.65000 0.00038 0.35294 -13
0.08813 0.27801 0.00045 1 -0.77500 61.27500 0.00045 0.35692 -13
-5.35440 -2.21465 0.00051 1 -7.75000 62.80000 0.00021 0.25769 13
0.11408 -0.81526 0.00039 1 -0.07500 -46.47500 0.00039 0.26438 -13
1.30605 -1.08543 0.00032 1 -2.72500 63.42500 0.00024 0.27405 -13
-0.47654 -0.16400 0.00010 1 0.17500 -48.25000 0.00009 0.29326 -13
-0.70502 0.60552 0.00080 1 -6.15000 -64.92500 0.00068 0.26755 -13
-1.15872 -2.82467 0.00036 1 -7.15000 -64.10000 0.00034 0.29921 -13
0.45847 -1.76082 0.00047 1 -7.75000 -64.62500 0.00046 0.31114 -13
-5.09324 -6.29704 0.00022 1 -7.85000 -53.27500 0.00017 0.48494 -13
-0.91547 1.14470 0.00014 1 0.22500 -45.30000 0.00012 0.29437 -13
0.45200 2.78185 0.00007 1 0.05000 -45.30000 0.00007 0.29676 -13
0.88509 -1.35726 0.00067 1 -5.60000 14.67500 0.00060 0.72461 13
0.87997 -1.38430 0.00025 1 -5.82500 14.85000 0.00023 0.72650 13
0.72526 -0.38469 0.00024 1 -6.72500 13.52500 0.00020 0.73921 13
0.57951 -0.69871 0.00036 1 -1.25000 64.32500 0.00033 0.27605 13
0.10491 -0.21856 0.00040 1 -2.07500 64.17500 0.00040 0.28249 13
-6.33367 -1.89128 0.00021 1 -2.20000 18.52500 0.00007 0.26916 13
0.90449 0.21656 0.00010 1 -2.52500 18.70000 0.00008 0.27393 13
0.54415 -0.52577 0.00009 1 4.50000 -22.62500 0.00008 0.40669 -13
0.51489 0.13267 0.00042 1 -4.10000 -32.50000 0.00038 0.27167 -13
0.37859 -0.30684 0.00017 1 -4.12500 -32.47500 0.00016 0.27244 -13
1.80791 0.68858 0.00011 1 -8.27500 -42.25000 0.00006 0.27558 13
-2.54202 -2.29902 0.00054 1 -1.80000 -64.45000 0.00038 0.26544 -13
-1.13253 0.53593 0.00039 1 -2.07500 -64.77500 0.00028 0.26743 -13
-3.35874 -2.32175 0.00016 1 -2.50000 -39.00000 0.00010 0.50010 -13
0.22314 -0.49256 0.00058 1 3.65000 44.47500 0.00057 0.52840 -13
-0.28475 0.53983 0.00055 1 2.75000 44.70000 0.00054 0.53308 -13
-0.18937 -2.41321 0.00012 1 2.57500 44.75000 0.00011 0.53440 -13
0.22943 0.89561 0.00053 1 0.82500 58.27500 0.00052 0.25948 13
0.72763 0.28368 0.00011 1 0.72500 58.22500 0.00009 0.26052 13
-0.30788 -2.43407 0.00076 1 0.10000 -28.07500 0.00076 0.32266 13
0.68010 0.71151 0.00075 1 0.05000 -30.35000 0.00066 0.35541 13
-0.69724 -0.60892 0.00072 1 -0.77500 -28.27500 0.00062 0.36821 13
-0.61112 0.00747 0.00019 1 -4.47500 61.02500 0.00016 0.29901 -13
-1.38517 -1.18463 0.00087 1 -6.70000 -58.62500 0.00065 0.26334 13
0.95535 0.80545 0.00056 1 -6.52500 -58.45000 0.00045 0.26445 13
-0.83045 0.43970 0.00023 1 -7.37500 -57.65000 0.00018 0.27256 13
0.73040 -0.79803 0.00009 1 -4.55000 -2.42500 0.00007 0.79625 -13
0.39377 -0.42056 0.00054 1 0.27500 -15.10000 0.00051 1.40863 13
0.16216 -1.21922 0.00008 1 0.25000 -7.75000 0.00008 1.25461 13
-0.49274 -1.83544 0.00035 1 -1.35000 -5.90000 0.00034 0.40319 13
1.95859 1.74177 0.00034 1 -4.37500 -47.00000 0.00024 0.65918 -13
-0.24230 -0.28919 0.00020 1 3.30000 -7.17500 0.00019 0.28006 13
0.47752 7.63194 0.00006 1 -5.67500 9.75000 0.00006 0.56312 13
-0.02729 -0.05462 0.00054 1 -0.82500 -39.00000 0.00054 0.46232 13
0.18816 0.26359 0.00048 1 -0.82500 -39.00000 0.00048 0.46238 13
1.81416 1.17201 0.00047 1 -0.82500 -39.00000 0.00030 0.46252 13
-1.13103 0.47480 0.00042 1 -0.82500 -39.10000 0.00029 0.46310 13
1.21003 -0.31883 0.00019 1 -1.27500 -40.07500 0.00012 0.47117 13
1.49887 -1.15804 0.00099 1 -5.90000 -55.55000 0.00071 0.25967 -13
0.26308 0.03995 0.00080 1 -4.80000 -54.82500 0.00077 0.26642 -13
-0.30750 -0.18199 0.00078 1 -6.20000 -54.10000 0.00075 0.27696 -13
-7.25247 -5.16891 0.00054 1 -6.07500 -53.90000 0.00031 0.27799 -13
0.17264 -0.75738 0.00063 1 -4.37500 51.62500 0.00062 0.26666 -13
0.23849 0.00404 0.00133 1 3.35000 -62.25000 0.00130 0.62216 -13
-0.25086 -0.22109 0.00130 1 0.95000 -61.22500 0.00127 0.63691 -13
0.19046 -0.16258 0.00099 1 2.80000 -59.77500 0.00097 0.64836 -13
0.10156 0.52918 0.00105 1 1.00000 -60.00000 0.00104 0.65686 -13
-0.49728 0.00117 0.00042 1 0.00000 -15.12500 0.00038 0.25845 -13
-0.68281 -0.89936 0.00039 1 -7.37500 18.42500 0.00035 0.25848 13
-1.48067 -0.08929 0.00074 1 -4.20000 -57.62500 0.00041 0.26590 -13
2.37410 -0.18828 0.00063 1 -4.70000 -60.65000 0.00025 0.27900 -13
0.95515 -0.28077 0.00036 1 -4.17500 64.82500 0.00026 0.28635 13
0.26903 -0.42656 0.00017 1 -1.72500 5.25000 0.00017 1.03624 -13
-0.00717 -0.80384 0.00047 1 -7.20000 -8.45000 0.00047 0.32345 13
-0.37491 0.27044 0.00012 1 3.30000 -43.90000 0.00012 0.76068 13
-1.76708 -2.78431 0.00019 1 -5.37500 23.47500 0.00016 0.25872 -13
-6.92090 -3.25439 0.00025 1 -2.97500 11.17500 0.00011 0.28713 13
-1.68442 -0.67138 0.00047 1 -1.62500 -64.47500 0.00028 0.26048 13
3.17221 -0.23456 0.00051 1 -1.62500 -64.55000 0.00016 0.26090 13
0.35104 -0.18782 0.00087 1 -3.52500 37.72500 0.00082 0.27355 -13
-0.14394 0.20702 0.00082 1 -4.95000 38.52500 0.00081 0.28162 -13
0.15771 -0.43446 0.00048 1 -4.77500 38.47500 0.00048 0.28307 -13
-0.87094 2.58493 0.00042 1 -5.45000 38.42500 0.00040 0.28642 -13
2.11636 -1.45576 0.00036 1 -5.52500 38.42500 0.00023 0.28719 -13
-5.73938 -3.82086 0.00019 1 -6.15000 41.45000 0.00011 0.30816 -13
0.62250 -0.71128 0.00012 1 -6.67500 41.05000 0.00011 0.38146 -13
-0.11581 -1.41568 0.00055 1 -1.12500 -62.02500 0.00055 0.26641 13
0.98969 -1.05813 0.00026 1 -1.67500 61.80000 0.00021 1.21507 13
0.03048 -2.09073 0.00079 1 -3.27500 38.27500 0.00079 0.28678 -13
-0.03708 0.54780 0.00061 1 -2.97500 38.27500 0.00061 0.28827 -13
-0.52447 0.32567 0.00041 1 -3.95000 38.67500 0.00036 0.29854 -13
0.44682 -0.84126 0.00073 1 -1.72500 63.90000 0.00069 0.59920 13
-0.97254 -0.00225 0.00078 1 3.12500 -64.95000 0.00056 0.27543 -13
0.76478 -0.03254 0.00081 1 3.15000 -64.85000 0.00064 0.27602 -13
-0.92716 0.67021 0.00077 1 2.25000 -63.17500 0.00061 0.28419 -13
0.45486 -5.71154 0.00084 1 -5.35000 -39.70000 0.00084 0.31727 -13
0.35015 -1.06473 0.00079 1 -5.90000 -37.97500 0.00077 0.54474 -13
1.65064 -4.10635 0.00073 1 -3.62500 59.27500 0.00068 0.51137 -13
-0.46737 0.88147 0.00072 1 -2.50000 58.75000 0.00068 0.52092 -13
0.86314 -1.04740 0.00060 1 -2.92500 57.22500 0.00051 0.53616 -13
-0.14624 -0.21379 0.00037 1 3.92500 -46.77500 0.00036 0.26444 -13
3.16463 3.16228 0.00021 1 3.75000 -45.87500 0.00015 0.27616 -13
-0.10082 -0.99135 0.00103 1 -5.42500 -61.07500 0.00102 0.27271 13
0.46939 1.41941 0.00099 1 -6.77500 -61.40000 0.00095 0.27840 13
0.05074 -0.34730 0.00079 1 -5.62500 -62.82500 0.00079 0.29224 13
-0.20622 0.55143 0.00076 1 -7.00000 -62.55000 0.00075 0.29954 13
0.30308 -0.89120 0.00033 1 -2.55000 63.30000 0.00032 0.26668 13
3.05754 -4.44553 0.00095 1 -4.87500 51.30000 0.00079 0.27145 13
-0.18232 -0.14668 0.00061 1 -7.72500 -57.70000 0.00060 0.26478 13
-0.65335 -0.18634 0.00020 1 -7.85000 -57.80000 0.00017 0.26674 13
-0.25697 -3.88891 0.00026 1 1.07500 45.32500 0.00026 0.32282 -13
6.84731 4.90781 0.00053 1 -1.80000 43.32500 0.00031 0.38125 -13
-7.56182 -3.46828 0.00050 1 -2.15000 44.92500 0.00022 0.38931 -13
-0.34611 -1.14149 0.00019 1 -2.52500 61.82500 0.00019 0.59014 -13
-0.54335 -0.28156 0.00018 1 -2.77500 55.45000 0.00016 0.47116 -13
0.20837 1.38156 0.00017 1 -1.25000 63.47500 0.00017 0.38093 13
0.70983 -0.62711 0.00093 1 -2.32500 31.87500 0.00080 0.50055 13
-0.14035 1.59390 0.00072 1 -0.92500 30.80000 0.00072 0.50871 13
-0.62348 -2.48691 0.00074 1 -1.55000 32.37500 0.00073 0.52427 13
5.62524 2.41506 0.00024 1 -1.07500 32.27500 0.00010 0.52686 13
0.75889 0.72022 0.00008 1 -6.02500 -61.95000 0.00007 0.58137 13
-0.57535 -1.61491 0.00048 1 4.35000 54.40000 0.00046 0.26469 -13
0.37953 0.42308 0.00042 1 3.70000 54.22500 0.00039 0.26858 -13
-0.15401 -0.03299 0.00032 1 -1.35000 64.60000 0.00032 0.26530 -13
0.16642 -0.62050 0.00059 1 2.70000 58.57500 0.00058 0.26650 -13
0.62778 0.40734 0.00103 1 1.52500 -60.02500 0.00089 0.25655 -13
-1.24023 -0.50313 0.00074 1 2.70000 -61.32500 0.00050 0.26467 -13
-6.39807 3.58747 0.00017 1 1.82500 -62.85000 0.00008 0.27274 -13
-0.58943 -0.43241 0.00062 1 0.85000 -61.92500 0.00054 0.28352 -13
-1.32838 -0.07272 0.00055 1 0.87500 -61.97500 0.00033 0.28396 -13
1.55798 0.80426 0.00043 1 0.22500 -63.20000 0.00027 0.29152 -13
-1.10298 -0.10332 0.00101 1 0.05000 -58.92500 0.00068 0.26435 13
1.37151 0.73438 0.00069 1 -0.75000 -62.60000 0.00046 0.27992 13
-0.28823 -0.15445 0.00014 1 -6.92500 -35.50000 0.00013 0.55876 13
0.18205 -0.19526 0.00041 1 -3.75000 64.25000 0.00041 0.25807 -13
-7.96174 -3.80853 0.00073 1 -6.07500 63.37500 0.00032 0.26428 -13
0.14233 -1.75120 0.00020 1 -6.47500 -54.57500 0.00020 0.25792 -13
0.23936 0.16067 0.00090 1 3.20000 -64.92500 0.00087 0.51153 13
-0.48522 -0.01630 0.00089 1 1.62500 -64.02500 0.00080 0.52198 13
-0.57995 -0.42542 0.00011 1 1.27500 -63.70000 0.00010 0.52501 13
-1.29620 -3.24363 0.00025 1 -7.95000 -4.32500 0.00023 0.47456 13
-1.32678 -3.12182 0.00014 1 -8.12500 -3.92500 0.00013 0.48478 13
-1.04970 -0.51052 0.00104 1 -3.77500 43.00000 0.00076 0.26217 13
0.59370 1.63160 0.00066 1 -1.10000 44.27500 0.00063 0.27642 13
-0.30861 -0.85418 0.00063 1 -1.80000 44.15000 0.00061 0.28988 13
0.57650 0.57938 0.00023 1 -1.00000 45.10000 0.00021 0.29811 13
1.91619 -2.45845 0.00105 1 -3.92500 11.77500 0.00085 0.71595 13
-2.33032 1.94663 0.00088 1 -4.45000 12.22500 0.00061 0.71847 13
1.06824 0.66845 0.00073 1 -4.52500 12.50000 0.00055 0.71992 13
-1.04052 -1.86056 0.00039 1 -4.67500 14.60000 0.00035 0.74020 13
-0.68346 -0.11101 0.00087 1 3.75000 -39.52500 0.00072 1.42361 -13
1.41840 0.11716 0.00082 1 2.60000 -41.22500 0.00047 1.43311 -13
-1.21272 -0.60965 0.00046 1 3.47500 -42.07500 0.00032 1.44586 -13
6.53004 1.84147 0.00038 1 3.02500 -42.62500 0.00012 1.45169 -13
0.75810 0.54308 0.00086 1 -8.37500 14.15000 0.00071 0.26679 -13
1.15397 2.10986 0.00012 1 -6.17500 -48.55000 0.00010 0.96489 -13
0.04786 0.05678 0.00077 1 1.35000 -57.20000 0.00077 0.25951 13
0.80456 -0.27279 0.00077 1 3.87500 64.40000 0.00061 0.27031 -13
0.02136 0.16160 0.00006 1 3.80000 64.15000 0.00006 0.27175 -13
-1.32919 -0.40137 0.00077 1 -0.65000 60.20000 0.00049 0.26553 -13
-5.49889 -3.14195 0.00040 1 -0.12500 62.37500 0.00021 0.27820 -13
-2.60765 0.38295 0.00025 1 -0.02500 62.40000 0.00009 0.27882 -13
-0.51715 -0.23130 0.00048 1 -3.42500 -37.85000 0.00043 0.26762 -13
-0.61816 -0.00146 0.00086 1 -5.72500 61.17500 0.00073 1.11191 -13
0.40951 0.06228 0.00082 1 -7.07500 59.72500 0.00076 1.12273 -13
-4.67182 2.90545 0.00048 1 -5.95000 60.82500 0.00026 1.13453 -13
0.14812 -2.82797 0.00013 1 3.77500 -32.17500 0.00013 0.29891 -13
-0.14061 -0.15621 0.00020 1 2.72500 -60.52500 0.00020 0.51670 -13
-0.30343 -0.51042 0.00064 1 -8.00000 24.00000 0.00062 0.33854 13
3.91028 4.69764 0.00015 1 4.32500 24.27500 0.00012 0.34377 13
-0.53058 0.21528 0.00009 1 3.77500 25.57500 0.00008 0.37342 13
0.20110 -0.13093 0.00051 1 1.50000 -61.90000 0.00050 0.26412 -13
0.73209 -1.54458 0.00048 1 -1.97500 58.45000 0.00045 0.26038 13
-0.34577 0.67884 0.00030 1 -1.85000 58.45000 0.00029 0.26118 13
2.98791 -0.66421 0.00018 1 -2.10000 51.65000 0.00007 0.30756 13
0.06054 -2.37715 0.00020 1 -5.92500 -25.85000 0.00020 0.31229 13
-0.10376 -0.18198 0.00064 1 -4.02500 -48.45000 0.00064 0.28355 -13
0.27850 0.44491 0.00013 1 -5.12500 -48.75000 0.00013 0.29211 -13
0.64507 -0.08948 0.00027 1 -5.80000 -48.82500 0.00022 0.29852 -13
0.09048 -1.73934 0.00011 1 -5.80000 -48.85000 0.00011 0.29897 -13
1.00087 -0.39896 0.00026 1 -7.15000 -55.85000 0.00019 0.26450 -13
-0.06747 -0.26491 0.00031 1 1.12500 -54.47500 0.00031 0.56663 -13
1.20758 0.11217 0.00014 1 0.77500 -54.92500 0.00009 0.57119 -13
-0.06927 -0.17336 0.00098 1 -8.50000 -17.95000 0.00098 1.23710 13
-0.43567 0.21341 0.00088 1 2.57500 -63.75000 0.00081 0.25858 -13
-0.53649 -0.08426 0.00069 1 3.65000 -63.57500 0.00060 0.27313 -13
1.31394 -0.18009 0.00064 1 2.50000 -64.67500 0.00039 0.28363 -13
0.26365 0.12470 0.00056 1 2.62500 -64.72500 0.00054 0.28452 -13
-0.54200 0.35583 0.00055 1 1.62500 -64.25000 0.00049 0.29132 -13
0.63170 -0.62363 0.00017 1 1.40000 -64.17500 0.00015 0.29282 -13
0.16531 0.01678 0.00022 1 -1.72500 60.37500 0.00022 0.25911 13
0.12875 0.31679 0.00094 1 -7.47500 -52.80000 0.00094 0.25725 13
0.63589 0.61963 0.00085 1 -7.45000 -51.57500 0.00075 0.27824 13
-0.98978 -1.31511 0.00082 1 -8.37500 -49.12500 0.00070 0.29249 13
-0.37921 0.31256 0.00053 1 -8.07500 -48.95000 0.00050 0.29419 13
-1.01965 0.88081 0.00024 1 2.10000 -38.27500 0.00019 0.26827 13
0.26484 0.49124 0.00011 1 2.10000 -38.30000 0.00010 0.26926 13
-0.76008 -5.55231 0.00024 1 -7.40000 51.97500 0.00024 0.29512 -13
-0.54291 -0.73564 0.00046 1 -6.95000 -61.12500 0.00042 0.31705 13
1.94080 -0.94974 0.00020 1 -8.47500 38.22500 0.00012 0.31374 -13
-1.37643 -3.91456 0.00047 1 -3.40000 -38.77500 0.00045 0.58755 -13
-6.00928 2.77857 0.00085 1 -2.15000 -46.35000 0.00038 0.82272 -13
0.76608 -0.54555 0.00084 1 -2.95000 -49.32500 0.00070 0.83784 -13
0.20826 -0.01957 0.00074 1 -1.37500 -49.10000 0.00073 0.84705 -13
-0.06081 0.16986 0.00073 1 -2.77500 -49.17500 0.00073 0.85562 -13
-0.62360 0.77241 0.00013 1 0.00000 -25.75000 0.00012 0.83728 13
0.17062 -0.97721 0.00076 1 1.12500 10.47500 0.00075 0.27230 13
0.02478 0.09639 0.00082 1 -4.65000 32.62500 0.00082 0.33163 13
-0.21078 -0.27787 0.00054 1 -3.40000 32.07500 0.00053 0.33884 13
-0.75213 -0.02890 0.00052 1 -4.50000 32.30000 0.00041 0.34670 13
2.48244 5.01474 0.00029 1 2.50000 18.20000 0.00026 0.26016 13
0.01352 -0.80472 0.00018 1 1.90000 18.15000 0.00018 0.27025 13
-7.59236 -3.21664 0.00069 1 2.62500 50.90000 0.00028 0.26399 -13
-0.74612 0.22233 0.00039 1 -4.32500 54.95000 0.00032 0.70843 -13
0.80889 0.19113 0.00041 1 -4.65000 54.40000 0.00032 0.71175 -13
-0.05173 3.80762 0.00008 1 -0.60000 -36.07500 0.00008 0.27706 -13
0.31478 0.99869 0.00009 1 -6.52500 -63.25000 0.00009 0.31928 13
0.86794 -0.61643 0.00030 1 -0.35000 42.37500 0.00024 0.67582 13
-0.79848 -8.55210 0.00020 1 -8.47500 11.65000 0.00020 0.54603 -13
0.30464 -1.04894 0.00021 1 -8.50000 -0.22500 0.00020 0.70443 -13
