cota cotb p flp ylocal zglobal pt t hit_pdg
-0.22125 0.67230 0.00061 1 -2.60000 55.80000 0.00060 0.26966 -13
2.07872 -0.51087 0.00059 1 -2.05000 61.45000 0.00028 0.38483 -13
7.71004 -6.05596 0.00052 1 -2.37500 60.67500 0.00032 0.39162 -13
-0.92449 -1.92352 0.00031 1 -1.20000 -51.52500 0.00028 0.27933 -13
-0.48877 -0.31212 0.00071 1 -0.20000 57.40000 0.00064 0.26591 -13
-0.80416 -0.89542 0.00025 1 0.10000 57.30000 0.00021 0.28273 -13
-0.29062 0.03580 0.00057 1 0.75000 8.10000 0.00054 0.32242 13
1.85603 -1.07028 0.00031 1 2.35000 -55.77500 0.00019 0.26904 13
-1.05796 -2.59104 0.00072 1 1.30000 59.87500 0.00068 0.36312 13
3.86403 -3.79080 0.00027 1 3.12500 -60.05000 0.00019 0.32975 -13
0.08785 -0.25390 0.00064 1 1.05000 -19.45000 0.00064 0.27386 13
-0.17599 -0.15983 0.00052 1 -0.07500 -19.30000 0.00051 0.28030 13
-0.31266 -0.16924 0.00024 1 0.85000 -19.12500 0.00023 0.28678 13
0.11701 0.06339 0.00013 1 -4.95000 50.65000 0.00013 0.26213 13
0.08436 -0.48511 0.00053 1 -5.75000 59.42500 0.00052 0.27209 13
-0.38241 -0.12088 0.00012 1 4.47500 57.82500 0.00011 0.25942 13
0.47982 -0.57816 0.00012 1 -4.75000 -59.85000 0.00011 0.26370 -13
0.57763 -0.93997 0.00051 1 2.57500 -4.20000 0.00047 0.37547 -13
-1.09927 0.14836 0.00032 1 1.92500 -3.65000 0.00021 0.38016 -13
-0.52431 -0.47482 0.00061 1 -1.97500 -40.82500 0.00055 0.34867 13
0.26786 0.10205 0.00050 1 -2.72500 -41.65000 0.00048 0.35687 13
-1.33170 -0.74539 0.00071 1 -6.60000 60.70000 0.00048 0.26356 -13
0.03679 1.28554 0.00059 1 -6.45000 60.72500 0.00059 0.26446 -13
-0.78719 -0.73826 0.00049 1 -7.12500 61.85000 0.00042 0.27638 -13
1.10837 0.50024 0.00066 1 -2.12500 -37.70000 0.00047 1.09123 -13
-0.53790 -0.60390 0.00059 1 -2.97500 -36.22500 0.00054 1.10103 -13
0.60426 -0.38406 0.00081 1 2.17500 -57.60000 0.00071 0.56565 13
0.67528 -0.96126 0.00078 1 -2.82500 59.55000 0.00070 0.28480 -13
-0.56546 0.56545 0.00072 1 -3.95000 59.62500 0.00064 0.28979 -13
4.06763 -0.80413 0.00054 1 -4.47500 60.12500 0.00016 0.29228 -13
0.14160 -0.10720 0.00061 1 3.82500 59.57500 0.00061 0.93861 -13
-0.26910 0.17231 0.00061 1 2.77500 60.20000 0.00059 0.94569 -13
-0.72208 -1.60996 0.00043 1 3.37500 -43.27500 0.00041 0.57007 -13
4.54639 2.92410 0.00033 1 -4.35000 6.30000 0.00019 0.31904 13
0.72656 -0.21911 0.00064 1 -6.77500 -64.55000 0.00053 0.26184 13
-0.29259 0.86731 0.00070 1 -7.75000 -64.12500 0.00068 0.26687 13
-0.09952 -0.13936 0.00060 1 4.10000 -64.00000 0.00060 0.27021 13
-0.11110 -0.46194 0.00075 1 -3.45000 -27.77500 0.00075 0.45182 -13
0.20780 -0.20320 0.00046 1 -4.57500 -28.52500 0.00045 0.45877 -13
9.58726 -2.21977 0.00037 1 1.35000 26.12500 0.00009 0.30022 -13
-2.72632 -2.67334 0.00021 1 0.90000 27.67500 0.00016 0.31056 -13
0.12935 -3.08804 0.00011 1 0.47500 16.97500 0.00011 0.57971 -13
-9.73061 -5.74131 0.00051 1 0.87500 -31.95000 0.00026 0.45124 13
-1.11725 2.92542 0.00043 1 0.02500 -30.77500 0.00041 0.47838 13
0.45820 -0.50772 0.00048 1 -0.72500 -31.80000 0.00045 0.48806 13
0.27549 0.58747 0.00011 1 -4.22500 10.70000 0.00011 0.48695 -13
-0.64050 -2.90025 0.00080 1 -0.55000 -31.40000 0.00079 0.74647 13
-1.23933 0.68205 0.00016 1 -0.02500 -31.67500 0.00011 0.74983 13
-0.72626 -1.15592 0.00095 1 -7.97500 62.70000 0.00086 0.30265 -13
-0.08680 1.08243 0.00074 1 -7.75000 62.77500 0.00074 0.30363 -13
0.23740 -0.75836 0.00044 1 4.10000 60.42500 0.00043 0.32658 -13
-1.11037 -1.22744 0.00019 1 -4.90000 -28.82500 0.00016 0.26554 13
0.47007 -0.07458 0.00072 1 0.35000 -51.45000 0.00065 0.25929 -13
0.26093 1.70157 0.00052 1 0.87500 -50.40000 0.00051 0.26499 -13
-0.49932 -1.74070 0.00024 1 0.10000 -49.42500 0.00023 0.30856 -13
0.24330 -0.78515 0.00009 1 -5.00000 59.82500 0.00009 0.54198 -13
-0.94144 0.30927 0.00027 1 -4.05000 60.92500 0.00020 0.28968 13
0.39488 0.16383 0.00018 1 -4.05000 60.95000 0.00017 0.29014 13
0.56612 1.20671 0.00099 1 -4.80000 -53.70000 0.00093 0.26011 13
0.20167 0.34843 0.00077 1 -5.15000 -53.80000 0.00075 0.26234 13
-0.48769 -0.35928 0.00077 1 -6.32500 -52.55000 0.00070 0.27414 13
-1.56680 -4.03759 0.00065 1 -7.10000 64.27500 0.00061 0.27104 13
-2.38997 -6.67896 0.00095 1 -6.80000 6.72500 0.00089 0.27684 -13
-0.36969 0.32359 0.00052 1 -6.45000 7.07500 0.00049 0.27942 -13
1.12179 -1.01190 0.00048 1 -7.17500 6.40000 0.00038 0.29072 -13
-0.15753 0.20185 0.00069 1 -0.20000 -24.17500 0.00069 0.28761 13
0.75788 0.48656 0.00073 1 -1.47500 -25.02500 0.00061 0.29561 13
-0.74929 -0.68021 0.00027 1 -0.77500 -26.32500 0.00023 0.30514 13
-0.20730 -0.43403 0.00016 1 -8.47500 28.75000 0.00015 0.55091 -13
-0.64444 0.52321 0.00064 1 -3.30000 53.97500 0.00056 0.26998 13
1.99194 -1.19431 0.00022 1 -2.72500 53.72500 0.00014 0.27474 13
0.59551 0.38175 0.00017 1 -0.25000 64.65000 0.00015 1.82603 -13
-2.55141 5.90354 0.00030 1 -8.35000 64.80000 0.00027 0.29353 -13
0.02994 -0.58676 0.00089 1 -7.05000 -63.27500 0.00089 0.25745 13
-0.31002 0.51894 0.00090 1 -8.47500 -62.72500 0.00087 0.26445 13
1.30835 -2.17354 0.00075 1 4.02500 -63.00000 0.00066 0.26891 13
0.44128 0.56114 0.00011 1 -3.70000 11.65000 0.00010 0.33058 13
-2.23348 -2.59414 0.00041 1 -5.47500 5.22500 0.00032 0.44940 13
-1.02358 -0.30220 0.00030 1 -5.92500 8.05000 0.00022 0.46590 13
2.40132 1.59770 0.00012 1 -6.20000 8.72500 0.00007 0.47138 13
9.88472 -8.74693 0.00066 1 -3.27500 -53.45000 0.00044 0.28818 -13
7.56151 4.59620 0.00027 1 3.12500 -53.25000 0.00014 0.26515 13
-0.59281 0.25253 0.00057 1 2.25000 -52.70000 0.00049 0.27088 13
-0.77862 1.27629 0.00016 1 -0.47500 -53.90000 0.00014 1.48917 -13
0.20248 -0.85798 0.00036 1 1.00000 -18.95000 0.00036 1.01550 -13
-0.42238 2.02756 0.00015 1 0.40000 -19.25000 0.00014 1.02501 -13
0.62904 -0.13722 0.00105 1 1.52500 -46.87500 0.00089 0.25674 -13
-0.57393 0.01917 0.00103 1 -0.10000 -45.12500 0.00090 0.26831 -13
5.31288 2.82840 0.00057 1 1.37500 -43.62500 0.00028 0.27796 -13
-0.26976 -0.90942 0.00051 1 2.55000 -42.62500 0.00050 0.28862 -13
-0.27802 0.71797 0.00027 1 1.30000 -42.55000 0.00026 0.29599 -13
-0.15648 0.37923 0.00059 1 -6.22500 -50.75000 0.00058 0.25882 -13
0.23775 0.07624 0.00034 1 -6.20000 -50.57500 0.00033 0.26032 -13
0.37293 -0.42821 0.00026 1 -6.72500 -50.42500 0.00024 0.27029 -13
-0.61197 -0.52507 0.00014 1 -6.75000 -50.45000 0.00012 0.27078 -13
0.29892 0.18596 0.00062 1 3.22500 25.75000 0.00060 1.50374 13
-0.22395 -0.15268 0.00060 1 2.00000 25.87500 0.00059 1.51284 13
0.32922 0.65077 0.00017 1 2.90000 26.12500 0.00016 1.52002 13
-1.87455 -1.92922 0.00073 1 -5.35000 -63.82500 0.00055 0.26720 -13
0.76547 0.71476 0.00051 1 -5.62500 -64.12500 0.00043 0.26883 -13
-2.74521 1.07356 0.00018 1 -1.47500 61.85000 0.00009 0.26078 -13
-0.44265 0.66146 0.00015 1 -0.17500 44.22500 0.00014 2.32593 -13
-0.22704 -2.78590 0.00023 1 0.52500 63.70000 0.00023 0.63551 13
-4.69963 5.16623 0.00024 1 -5.85000 48.92500 0.00018 0.25889 13
0.06807 -0.40706 0.00043 1 -8.17500 -54.20000 0.00043 0.25818 13
3.06007 -8.28330 0.00060 1 0.30000 29.60000 0.00056 0.30785 13
-1.30280 2.79078 0.00056 1 0.25000 20.20000 0.00051 0.35800 13
-0.33757 -1.53968 0.00032 1 0.00000 20.82500 0.00031 0.37451 13
0.50567 -0.27696 0.00036 1 4.17500 -61.42500 0.00032 0.26693 13
1.97743 -1.91327 0.00088 1 -0.20000 -64.87500 0.00065 0.39644 -13
-1.37660 9.49971 0.00071 1 -0.60000 -64.55000 0.00070 0.39850 -13
0.01213 -2.15679 0.00065 1 -0.70000 -64.52500 0.00065 0.39904 -13
-0.33765 0.37356 0.00071 1 -1.75000 -63.97500 0.00068 0.40455 -13
0.99785 -0.74258 0.00061 1 -0.62500 -63.15000 0.00047 0.41336 -13
-0.87549 -0.36554 0.00048 1 -1.32500 -62.15000 0.00037 0.41942 -13
0.23345 -0.26159 0.00013 1 -4.00000 -41.15000 0.00012 0.83999 -13
-0.33448 -0.47864 0.00108 1 -4.32500 -63.22500 0.00103 0.26532 -13
0.11757 0.63896 0.00107 1 -6.15000 -63.45000 0.00107 0.27392 -13
-0.52237 -0.07462 0.00057 1 -1.02500 58.05000 0.00051 0.26692 -13
-0.15166 -0.08992 0.00054 1 -2.12500 57.77500 0.00053 0.27465 -13
0.56819 -0.52891 0.00047 1 0.92500 -50.37500 0.00042 0.27258 -13
-0.31501 0.75436 0.00011 1 1.02500 -50.75000 0.00011 0.28003 -13
0.50881 -0.57807 0.00100 1 -0.17500 -49.10000 0.00092 0.26542 13
-0.38556 0.56491 0.00099 1 -1.85000 -48.30000 0.00094 0.27418 13
-1.03685 -0.07088 0.00082 1 -0.65000 -49.37500 0.00057 0.28672 13
-6.04041 -0.58123 0.00045 1 -1.52500 -50.92500 0.00009 0.29456 13
0.48944 -0.30403 0.00071 1 -2.70000 -51.97500 0.00064 0.30495 13
-0.07751 -0.81835 0.00070 1 -4.92500 -48.20000 0.00070 0.68684 -13
0.63934 -0.11894 0.00009 1 -5.72500 58.22500 0.00008 0.26267 -13
-0.02761 0.19006 0.00022 1 -1.50000 -25.25000 0.00022 0.26216 -13
-0.89479 -0.00182 0.00097 1 -3.32500 26.12500 0.00072 0.49512 13
1.61957 0.04238 0.00095 1 -4.45000 24.02500 0.00050 0.50522 13
-0.50371 0.00985 0.00066 1 -4.70000 23.47500 0.00059 0.50793 13
0.43309 0.04733 0.00062 1 -5.75000 22.52500 0.00057 0.51602 13
3.25357 -2.21725 0.00086 1 -5.82500 -35.77500 0.00052 0.40745 -13
1.53115 -0.04561 0.00061 1 -5.45000 -45.55000 0.00033 0.44928 -13
-1.98405 -2.39222 0.00041 1 2.75000 -48.15000 0.00033 0.27651 -13
-0.88114 -0.49100 0.00037 1 2.50000 -40.55000 0.00029 0.32904 -13
-1.27884 0.12967 0.00029 1 -6.05000 -34.97500 0.00018 0.32021 -13
0.59483 -0.55543 0.00007 1 3.95000 19.95000 0.00006 0.60471 -13
-0.37149 0.29300 0.00036 1 3.57500 -28.02500 0.00034 0.34241 13
-0.32542 3.38837 0.00043 1 -8.27500 -27.90000 0.00042 0.34717 13
2.05408 -1.01946 0.00089 1 -3.62500 -54.77500 0.00051 0.25686 13
-0.80442 0.21356 0.00086 1 -4.52500 -52.32500 0.00068 0.26768 13
0.46489 -1.78185 0.00120 1 2.80000 62.35000 0.00117 0.26033 -13
-0.55377 1.42012 0.00115 1 1.85000 62.57500 0.00109 0.26403 -13
-2.28453 -8.74441 0.00068 1 -0.20000 -41.37500 0.00066 0.25973 13
4.00894 -0.42402 0.00029 1 -1.02500 -42.70000 0.00008 0.29037 13
0.43026 -0.60151 0.00038 1 -1.62500 -43.52500 0.00035 0.29869 13
0.77764 0.21819 0.00028 1 -7.95000 11.30000 0.00022 0.33608 -13
5.35829 -2.85317 0.00074 1 -7.17500 -63.40000 0.00037 0.25935 -13
2.45951 -0.58766 0.00058 1 -7.17500 -63.30000 0.00025 0.25973 -13
-0.86570 -0.12881 0.00059 1 -7.92500 -61.57500 0.00045 0.27037 -13
0.61097 -0.72972 0.00049 1 -7.92500 -61.50000 0.00044 0.27094 -13
0.24441 0.79979 0.00044 1 1.02500 -47.25000 0.00044 0.63247 13
0.27393 1.42602 0.00056 1 -3.55000 61.17500 0.00055 0.25708 -13
-0.61107 0.36240 0.00088 1 0.20000 -27.97500 0.00076 1.23848 -13
0.27244 -0.03504 0.00087 1 -1.37500 -28.95000 0.00084 1.24962 -13
-2.05685 -0.59133 0.00065 1 -0.60000 -31.57500 0.00032 1.26284 -13
-3.31636 -0.06014 0.00031 1 -0.77500 -33.17500 0.00009 1.27031 -13
-0.19506 -0.13788 0.00013 1 -1.32500 -33.15000 0.00013 1.27762 -13
0.09480 -0.39609 0.00073 1 1.60000 56.97500 0.00073 0.26122 13
0.10173 0.08477 0.00054 1 3.75000 58.05000 0.00053 0.25881 13
-0.26692 0.10092 0.00015 1 3.70000 57.97500 0.00015 0.26005 13
-0.12837 -0.19606 0.00007 1 -4.80000 39.60000 0.00007 0.32285 13
0.36250 -0.62310 0.00047 1 -4.45000 59.35000 0.00045 0.26208 -13
-0.69075 -1.91515 0.00086 1 -7.37500 61.62500 0.00082 0.26362 13
0.18631 0.01434 0.00096 1 2.60000 61.30000 0.00094 0.28004 13
0.20177 -0.67488 0.00070 1 3.92500 60.05000 0.00069 0.29151 13
-0.69941 0.17756 0.00071 1 2.55000 60.60000 0.00059 0.29992 13
0.12772 -0.27822 0.00032 1 -8.22500 57.30000 0.00031 0.29717 -13
3.04295 -3.92713 0.00034 1 2.42500 0.37500 0.00027 0.27035 -13
-0.46650 -1.13868 0.00027 1 2.00000 -1.20000 0.00026 0.29473 -13
-0.17795 -0.17311 0.00014 1 4.15000 22.45000 0.00014 0.30836 13
4.40034 8.98873 0.00009 1 1.37500 61.45000 0.00008 2.03835 -13
-2.88484 -0.31006 0.00037 1 -6.37500 14.27500 0.00012 0.58093 13
-6.95337 1.53321 0.00026 1 -7.00000 13.47500 0.00007 0.58865 13
0.69724 -0.51538 0.00018 1 -7.45000 12.52500 0.00016 0.59617 13
-0.52183 0.13953 0.00054 1 -4.07500 -36.82500 0.00048 0.25865 -13
0.33300 0.23735 0.00053 1 -5.02500 -37.35000 0.00050 0.26551 -13
0.94158 -1.57374 0.00064 1 -4.42500 -53.60000 0.00057 0.27599 13
0.70745 0.30563 0.00039 1 -8.32500 -64.22500 0.00033 0.39796 -13
1.27132 -0.78380 0.00071 1 -3.10000 52.95000 0.00050 0.26947 13
-0.96894 0.07650 0.00085 1 -7.37500 -53.75000 0.00061 0.26315 -13
-3.03519 -1.33352 0.00041 1 -6.82500 -53.00000 0.00020 0.26749 -13
0.88175 -1.04114 0.00047 1 2.52500 13.02500 0.00040 0.40136 13
-0.45014 -0.54491 0.00070 1 4.40000 -43.55000 0.00065 0.28833 13
-0.40942 0.24763 0.00013 1 3.20000 -43.65000 0.00012 0.29509 13
-0.12439 -0.74805 0.00030 1 2.30000 -41.87500 0.00029 0.32197 13
-0.30616 -0.05368 0.00041 1 -8.27500 58.82500 0.00039 0.26664 -13
0.54691 -0.36646 0.00035 1 -8.12500 -10.65000 0.00031 0.55363 -13
-0.75621 0.39734 0.00052 1 -2.65000 -44.67500 0.00043 0.36146 13
0.63685 -0.58984 0.00045 1 -3.30000 -45.92500 0.00040 0.36977 13
3.77525 -3.38331 0.00021 1 -1.85000 22.22500 0.00015 0.46893 13
0.78476 -0.79964 0.00042 1 -6.47500 12.75000 0.00036 0.33981 13
0.54324 -0.70484 0.00030 1 -6.45000 12.72500 0.00027 0.34063 13
-0.93993 -2.26029 0.00016 1 -6.95000 13.27500 0.00015 0.34785 13
0.77799 -1.35976 0.00014 1 -7.27500 12.85000 0.00013 0.35691 13
-0.36444 -0.97662 0.00049 1 -2.75000 -15.60000 0.00048 0.26707 13
0.08309 0.58984 0.00040 1 -3.32500 -15.92500 0.00040 0.27079 13
0.89142 0.87413 0.00062 1 0.12500 55.05000 0.00051 0.25881 -13
-0.00340 0.16358 0.00009 1 -0.32500 -56.15000 0.00009 0.45822 -13
-0.89487 -0.26902 0.00068 1 1.42500 -59.37500 0.00051 0.26028 -13
7.25310 -2.43575 0.00054 1 1.45000 -59.27500 0.00019 0.26081 -13
3.68428 0.30471 0.00020 1 -2.45000 -38.55000 0.00006 0.36729 -13
-0.90230 -0.18367 0.00020 1 1.47500 -62.50000 0.00015 0.26628 13
0.42875 0.05757 0.00011 1 1.22500 41.50000 0.00011 1.65058 -13
-0.00550 0.48887 0.00036 1 -1.82500 21.95000 0.00036 0.29660 -13
0.31524 -1.40315 0.00015 1 -2.20000 21.72500 0.00015 0.30650 -13
-0.52120 -0.39488 0.00042 1 4.20000 50.30000 0.00038 0.34186 -13
0.27393 0.03461 0.00020 1 3.45000 49.95000 0.00020 0.34822 -13
-0.47688 -0.95623 0.00060 1 1.35000 -61.30000 0.00057 0.27607 -13
0.99658 1.64997 0.00031 1 1.15000 -61.40000 0.00028 0.28129 -13
-0.55672 -8.44912 0.00065 1 0.85000 56.15000 0.00065 0.26242 -13
0.54936 4.20393 0.00062 1 0.52500 58.07500 0.00062 0.31084 -13
-0.47188 -0.93609 0.00053 1 -0.12500 58.32500 0.00050 0.32415 -13
-0.18818 -1.15626 0.00019 1 -0.12500 58.42500 0.00019 0.32538 -13
-0.27313 0.07421 0.00051 1 -1.35000 -63.05000 0.00049 0.39411 -13
0.60148 -0.50126 0.00053 1 -2.05000 -64.45000 0.00047 0.40452 -13
2.14798 -2.16088 0.00023 1 -1.37500 30.35000 0.00017 0.28477 -13
-0.05712 -0.34109 0.00125 1 -0.82500 -63.37500 0.00125 0.25677 13
-0.18900 0.19118 0.00121 1 -3.02500 -63.35000 0.00119 0.26726 13
0.69692 -0.77137 0.00112 1 -1.07500 -62.22500 0.00098 0.28326 13
-1.80088 1.05810 0.00099 1 -2.47500 -60.97500 0.00062 0.29029 13
1.68173 3.02841 0.00023 1 -6.67500 -47.40000 0.00020 0.42526 13
0.19236 -0.48364 0.00013 1 -7.52500 -48.32500 0.00013 0.43486 13
-0.60267 0.19172 0.00010 1 -7.95000 -42.05000 0.00008 0.51412 13
0.22185 -3.42940 0.00019 1 -8.47500 -61.62500 0.00019 0.47541 13
1.54456 -1.01329 0.00094 1 -2.02500 55.32500 0.00064 0.25739 -13
-0.07681 0.29124 0.00020 1 -2.57500 54.97500 0.00019 0.28476 -13
-2.08836 3.48982 0.00055 1 -3.37500 55.30000 0.00048 0.28835 -13
-3.61624 4.20379 0.00027 1 -4.25000 55.67500 0.00021 0.29450 -13
5.89421 -0.53820 0.00094 1 1.15000 19.97500 0.00018 0.38491 13
-0.89536 0.25023 0.00092 1 0.30000 21.35000 0.00070 0.39124 13
-0.86865 0.09556 0.00084 1 1.82500 20.12500 0.00064 0.40494 13
0.37261 0.17960 0.00084 1 0.37500 19.02500 0.00079 0.41503 13
-5.50830 5.74931 0.00034 1 1.52500 18.47500 0.00025 0.44066 13
0.65981 0.29803 0.00018 1 -2.35000 64.90000 0.00015 0.39484 -13
-2.34356 2.13642 0.00016 1 0.17500 48.92500 0.00011 1.71947 -13
0.89712 -1.36803 0.00055 1 -0.75000 35.10000 0.00048 0.34363 -13
-0.02639 1.37597 0.00030 1 -1.22500 35.30000 0.00030 0.34593 -13
1.56693 -3.50449 0.00091 1 -7.47500 63.50000 0.00084 0.39516 13
0.91180 -0.62578 0.00070 1 -7.12500 63.65000 0.00055 0.39755 13
0.09014 0.18790 0.00054 1 -8.20000 64.32500 0.00054 0.40393 13
1.34706 -0.72526 0.00075 1 -1.20000 -64.40000 0.00051 1.98460 13
-2.24017 0.40503 0.00072 1 -1.95000 -63.07500 0.00031 1.99127 13
0.46921 -0.16027 0.00066 1 -1.97500 -63.00000 0.00060 1.99174 13
-0.81025 0.01685 0.00065 1 -2.95000 -61.70000 0.00051 2.00024 13
1.25003 0.06475 0.00049 1 2.42500 47.27500 0.00031 0.96485 13
-0.38727 0.18206 0.00025 1 1.55000 47.90000 0.00024 0.97179 13
-2.08431 -0.09931 0.00058 1 -1.97500 -63.60000 0.00025 0.65251 13
-0.25993 -0.61194 0.00034 1 -1.95000 -63.45000 0.00034 0.65429 13
2.39056 0.52245 0.00024 1 -2.70000 -64.25000 0.00010 0.66191 13
-0.79765 -0.29642 0.00056 1 2.20000 -64.45000 0.00044 0.26030 -13
-2.13431 -3.64236 0.00069 1 2.45000 63.70000 0.00060 0.25986 13
1.56891 0.62322 0.00063 1 -4.72500 -64.40000 0.00038 0.28598 13
2.33095 1.52871 0.00047 1 -5.05000 -57.57500 0.00029 0.32326 13
-1.01738 -0.12979 0.00042 1 -5.97500 -55.75000 0.00030 0.33965 13
2.07152 -0.30919 0.00098 1 -3.75000 34.25000 0.00044 0.56099 -13
-4.84058 1.11901 0.00099 1 -3.97500 35.05000 0.00029 0.56400 -13
0.52883 0.72101 0.00080 1 -2.60000 33.75000 0.00073 0.57586 -13
-0.23973 -0.44956 0.00068 1 -3.50000 35.37500 0.00066 0.58994 -13
0.29452 -1.60363 0.00052 1 -5.57500 52.12500 0.00052 0.27838 -13
0.58364 1.11941 0.00019 1 -5.52500 52.05000 0.00017 0.28037 -13
0.70133 -0.68007 0.00073 1 -2.97500 57.72500 0.00063 0.26422 13
-0.00021 -0.14322 0.00084 1 0.15000 -54.02500 0.00084 0.31951 -13
1.08045 -0.52154 0.00044 1 1.60000 -53.15000 0.00032 0.32848 -13
-1.04296 1.47657 0.00018 1 1.27500 -52.90000 0.00016 0.33118 -13
0.66586 0.27498 0.00008 1 0.85000 -47.97500 0.00007 0.37704 -13
-5.75282 9.22150 0.00029 1 -7.27500 63.15000 0.00025 0.26220 -13
3.20382 -0.34757 0.00074 1 1.15000 -63.12500 0.00023 0.49735 -13
0.21284 0.77202 0.00045 1 -2.80000 -23.15000 0.00045 0.52811 13
-0.00274 -0.52770 0.00034 1 -3.32500 -22.62500 0.00034 0.55140 13
1.16429 0.41440 0.00072 1 2.50000 56.12500 0.00049 0.26399 13
-0.12609 -0.43808 0.00006 1 -5.47500 30.22500 0.00006 1.45672 -13
0.10344 0.86400 0.00013 1 -5.87500 30.22500 0.00013 1.46019 -13
0.14540 -0.89035 0.00128 1 1.37500 62.40000 0.00127 0.25851 -13
-0.24404 0.98151 0.00125 1 -0.47500 62.60000 0.00123 0.26606 -13
1.83363 0.21913 0.00109 1 0.15000 64.77500 0.00053 0.28938 -13
-0.61688 -0.77686 0.00014 1 3.27500 -20.87500 0.00012 0.60586 -13
-0.62408 0.19635 0.00055 1 -3.05000 -61.00000 0.00047 0.25705 -13
0.20653 0.65640 0.00091 1 -2.57500 -51.22500 0.00089 0.27120 -13
-0.04761 -0.61070 0.00068 1 -1.30000 -52.02500 0.00068 0.28403 -13
-0.40776 -0.06995 0.00073 1 -2.67500 -51.47500 0.00068 0.29247 -13
1.02091 -1.05678 0.00016 1 -5.47500 -35.90000 0.00013 0.38861 13
-0.27030 -1.18343 0.00094 1 2.27500 -29.62500 0.00092 0.56611 13
-0.04689 -0.70832 0.00047 1 -4.92500 -39.65000 0.00047 0.28494 -13
0.66781 -0.29689 0.00015 1 -4.82500 -39.67500 0.00012 0.28610 -13
0.99596 -0.54180 0.00088 1 2.15000 63.10000 0.00066 0.25700 -13
1.37962 -3.23664 0.00036 1 1.67500 63.37500 0.00033 0.26117 -13
-0.60095 4.34774 0.00020 1 1.27500 63.75000 0.00020 0.26972 -13
-0.62609 0.49277 0.00009 1 -1.40000 -0.35000 0.00008 0.38960 13
0.22922 0.68365 0.00031 1 3.22500 64.65000 0.00030 0.30394 13
0.99756 -2.29824 0.00008 1 1.07500 -63.65000 0.00007 2.34572 13
-0.46803 0.93626 0.00059 1 1.72500 -64.97500 0.00056 0.65947 -13
1.64005 -1.71331 0.00012 1 1.70000 -19.57500 0.00009 0.26837 13
-0.19653 -0.72821 0.00056 1 -2.25000 64.20000 0.00055 0.26040 -13
-0.49834 -0.10293 0.00067 1 0.55000 61.40000 0.00060 0.26228 -13
0.76178 -0.55024 0.00067 1 -4.90000 -33.12500 0.00056 0.47347 13
0.12334 -0.05395 0.00018 1 -4.85000 -32.77500 0.00018 0.49038 13
0.24479 0.19926 0.00084 1 3.35000 60.82500 0.00081 0.26265 -13
-0.36347 0.13984 0.00061 1 -2.50000 -63.05000 0.00057 0.27170 -13
-0.17608 -0.31491 0.00054 1 -3.55000 -63.42500 0.00053 0.28063 -13
1.94876 -2.05702 0.00072 1 -3.12500 -54.17500 0.00055 0.27198 13
-1.94873 1.55229 0.00071 1 -3.50000 -55.32500 0.00049 0.28212 13
0.98623 -0.42068 0.00070 1 -4.25000 -57.52500 0.00051 0.29366 13
0.59888 -0.51211 0.00046 1 -5.45000 54.72500 0.00040 0.32180 -13
0.07860 -0.14912 0.00043 1 -6.35000 54.85000 0.00043 0.32830 -13
0.15695 -0.29729 0.00053 1 -0.02500 35.60000 0.00052 0.35242 -13
0.16382 -1.76384 0.00060 1 1.42500 32.62500 0.00060 0.37005 -13
0.89792 2.31019 0.00046 1 1.20000 32.60000 0.00043 0.37111 -13
-0.36486 0.81234 0.00008 1 4.50000 14.70000 0.00008 0.34694 -13
-1.50572 1.29706 0.00011 1 -0.65000 40.15000 0.00008 0.51438 13
-1.38634 -1.36069 0.00026 1 1.47500 -11.15000 0.00020 0.27386 -13
-0.82658 1.41996 0.00047 1 -1.77500 -2.30000 0.00043 0.43195 13
0.24570 0.51860 0.00051 1 -2.70000 -11.87500 0.00050 0.60979 13
-1.15855 2.30070 0.00025 1 -5.82500 -63.80000 0.00023 0.27077 13
0.62593 -0.50556 0.00069 1 -0.40000 52.02500 0.00060 0.48812 13
-0.53730 0.47848 0.00065 1 -1.40000 52.67500 0.00059 0.49390 13
-1.02628 0.05165 0.00014 1 -0.52500 52.27500 0.00010 0.50306 13
-5.84737 -5.92745 0.00027 1 -0.55000 52.25000 0.00019 0.50386 13
1.12455 0.76436 0.00013 1 -0.52500 52.27500 0.00010 0.50409 13
0.68092 -0.60219 0.00064 1 -1.15000 60.37500 0.00055 0.26863 13
-0.73130 0.61384 0.00058 1 -2.05000 61.70000 0.00049 0.27616 13
-0.66397 -1.84235 0.00021 1 -2.57500 -63.55000 0.00020 0.34537 13
-0.03668 -0.15766 0.00061 1 4.45000 -60.80000 0.00061 0.25785 13
3.94802 -2.52589 0.00034 1 -3.85000 -53.60000 0.00019 0.86107 13
4.79836 -3.75578 0.00042 1 -4.45000 -54.92500 0.00026 0.87019 13
0.85121 -0.44809 0.00034 1 -5.02500 -61.42500 0.00027 0.91851 13
0.19132 -0.30337 0.00057 1 2.05000 29.02500 0.00056 0.57583 -13
-0.07751 0.30278 0.00013 1 1.92500 29.15000 0.00013 0.57750 -13
-0.79181 -2.19813 0.00081 1 -5.85000 45.35000 0.00077 0.28032 -13
-0.51590 0.26630 0.00032 1 -3.22500 -14.65000 0.00029 0.26998 -13
0.56692 0.38350 0.00017 1 -3.72500 -15.00000 0.00015 0.27492 -13
