trial_id,parameters,auc,primary_metric,bkg_rej_@95%,bkg_rej_@98%,bkg_rej_@99%,model_name,val_accuracy,h5_file,output_dir,luts,luts_used,luts_available,luts_percent,registers,registers_used,registers_available,registers_percent,bram,bram_used,bram_available,bram_percent,dsp,dsp_used,dsp_available,dsp_percent,latency_min,latency_max,interval_min,interval_max,estimated_fmax,run_name,global_id,model_family,bit_width,luts_plus_ff
038,44513,0.9685692805844648,0.8904623255054559,0.9117920064340376,0.8916674981329802,0.8755793808448302,,,,,1102261,1102261,53200,2071.0,1064368,1064368,106400,1000.0,34800,34800,280,12428.0,4,4,220,1.0,21932,22481,21841,22387,103.9501,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_038,Model 3,6,2166629
079,41913,0.9684120651081094,0.8901826504727264,0.9117950299479048,0.8915405105505516,0.8746239504627488,,,,,7745524,7745524,53200,14559.0,1223063,1223063,106400,1149.0,30004,30004,280,10715.0,4,4,220,1.0,26848,27397,26756,27302,103.9501,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_079,Model 3,6,8968587
004,33669,0.9680695285471436,0.889930187064803,0.9110663631058744,0.8913470056630415,0.8744032339504325,,,,,843962,843962,53200,1586.0,816425,816425,106400,767.0,11956,11956,280,4270.0,4,4,220,1.0,23020,23569,22933,23479,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_004,Model 3,6,1660387
032,25913,0.9680653692809772,0.8891540510550552,0.910966587148252,0.8905790331407355,0.8732603457085756,,,,,563304,563304,53200,1058.0,512337,512337,106400,481.0,8160,8160,280,2914.0,5,5,220,2.0,12103,12652,12013,12559,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_032,Model 3,6,1075641
009,23289,0.9681250975591464,0.8891108148067521,0.910836576051956,0.8909237137216129,0.871902787982137,,,,,596669,596669,53200,1121.0,556350,556350,106400,522.0,7840,7840,280,2800.0,4,4,220,1.0,12106,12655,12013,12559,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_009,Model 3,6,1153019
064,19061,0.9679470404780064,0.8890966042915754,0.9104707308740072,0.8905669390852661,0.873263369222443,,,,,500467,500467,53200,940.0,458999,458999,106400,431.0,3224,3224,280,1151.0,4,4,220,1.0,12106,12655,12013,12559,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_064,Model 3,6,959466
050,13391,0.967361376619819,0.8880023946229829,0.9095032064364564,0.8897233787162765,0.8712285443897189,,,,,445530,445530,53200,837.0,409540,409540,106400,384.0,2333,2333,280,833.0,4,4,220,1.0,12106,12655,12013,12559,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_050,Model 3,6,855070
021,6391,0.9659740120220752,0.8850163723275916,0.908311941972722,0.887510166565379,0.8646403076727711,,,,,688308,688308,53200,1293.0,614037,614037,106400,577.0,1135,1135,280,405.0,4,4,220,1.0,18101,18650,18019,18565,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_021,Model 3,6,1302345
084,4611,0.9659951780361002,0.8836367429499214,0.9080277316691912,0.8860377153119813,0.8630378453230776,,,,,377008,377008,53200,708.0,345843,345843,106400,325.0,535,535,280,191.0,4,4,220,1.0,12094,12643,12013,12559,103.9501,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_084,Model 3,6,722851
024,4397,0.9644937211026688,0.8788145406828908,0.9048288539975388,0.8820436534932168,0.8545054891894261,,,,,406547,406547,53200,764.0,377011,377011,106400,354.0,256,256,280,91.0,4,4,220,1.0,12098,12647,12013,12559,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_024,Model 3,6,783558
057,4291,0.9636363802794602,0.8779685615028073,0.9040548344474982,0.8804774733099313,0.8561442337055278,,,,,334568,334568,53200,628.0,301278,301278,106400,283.0,503,503,280,179.0,2,2,220,0.0,12086,12635,12013,12559,104.6682,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_057,Model 3,6,635846
081,41713,0.9690546674136716,0.8912868377370813,0.912127616473313,0.8926350225705311,0.8761478014518913,,,,,767486,767486,53200,1442.0,713763,713763,106400,670.0,18624,18624,280,6651.0,8,8,220,3.0,12109,12658,12013,12559,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_081,Model 3,8,1481249
091,40721,0.9687777909511406,0.8911144974466425,0.9120550521404966,0.892477799849429,0.8758726616899628,,,,,879503,879503,53200,1653.0,820341,820341,106400,770.0,23424,23424,280,8365.0,4,4,220,1.0,12105,12654,12013,12559,103.9501,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_091,Model 3,8,1699844
079,36473,0.9688141029375656,0.89107307530666,0.9120973813346396,0.8922873184757862,0.876311071200728,,,,,7694682,7694682,53200,14463.0,1177962,1177962,106400,1107.0,34988,34988,280,12495.0,4,4,220,1.0,26844,27393,26756,27302,103.9501,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_079,Model 3,8,8872644
006,29021,0.9687539405322394,0.8908390553333273,0.9121215694455782,0.8920272962831944,0.8760389549526669,,,,,659569,659569,53200,1239.0,606009,606009,106400,569.0,12384,12384,280,4422.0,4,4,220,1.0,12101,12650,12013,12559,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_006,Model 3,8,1265578
004,22513,0.968251839121864,0.8894246555461827,0.9108668111906296,0.8909116196661436,0.8734992033040959,,,,,982689,982689,53200,1847.0,913595,913595,106400,858.0,21100,21100,280,7535.0,4,4,220,1.0,18099,18648,18019,18565,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_004,Model 3,8,1896284
049,11729,0.9681835180988454,0.88930915731645,0.9113112677291294,0.8908662669581334,0.8728582183642185,,,,,480633,480633,53200,903.0,449125,449125,106400,422.0,2592,2592,280,925.0,4,4,220,1.0,13201,13750,13105,13651,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_049,Model 3,8,929758
064,9729,0.9673532421269042,0.8874787220211585,0.9095576296860686,0.8890944878318684,0.870784087851219,,,,,288258,288258,53200,541.0,242272,242272,106400,227.0,964,964,280,344.0,4,4,220,1.0,7184,7733,7099,7645,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_064,Model 3,8,530530
050,6237,0.9666533101073712,0.8861238854572007,0.9088440804133748,0.887694600911287,0.8692662838898111,,,,,249006,249006,53200,468.0,208815,208815,106400,196.0,656,656,280,234.0,4,4,220,1.0,7187,7736,7099,7645,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_050,Model 3,8,457821
021,2221,0.9644786225616478,0.8798773058072631,0.9046867488457736,0.8827572027659105,0.857392944932742,,,,,379922,379922,53200,714.0,352983,352983,106400,331.0,64,64,280,22.0,4,4,220,1.0,13187,13736,13105,13651,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_021,Model 3,8,732905
024,1231,0.9615332752959728,0.8759273872909618,0.9026700650962536,0.879156197749901,0.8512552117820289,,,,,243821,243821,53200,458.0,209579,209579,106400,196.0,32,32,280,11.0,4,4,220,1.0,7170,7719,7099,7645,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_024,Model 3,8,453400
057,1145,0.9564153433534108,0.8534572369316172,0.8861072561309302,0.857096640573742,0.8243943145845238,,,,,187805,187805,53200,353.0,151756,151756,106400,142.0,32,32,280,11.0,2,2,220,0.0,7172,7721,7099,7645,104.6682,model3_8w0i_pareto_roc_selected,model3_8w0i_pareto_roc_selected_057,Model 3,8,339561
